           Xi|          Vi1|          Vi2|         V2i1|         V2i2|     Vi1-V2i1|     Vi2-V2i2|         OLP1|         OLP2|            h|           C1|           C2|
         0.79|        24.32|            8|        24.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.8|         24.4|            8|         24.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.81|        24.48|            8|        24.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.82|        24.56|            8|        24.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.83|        24.64|            8|        24.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.84|        24.72|            8|        24.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.85|         24.8|            8|         24.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.86|        24.88|            8|        24.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.87|        24.96|            8|        24.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.88|        25.04|            8|        25.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.89|        25.12|            8|        25.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.9|         25.2|            8|         25.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.91|        25.28|            8|        25.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.92|        25.36|            8|        25.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.93|        25.44|            8|        25.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.94|        25.52|            8|        25.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.95|         25.6|            8|         25.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.96|        25.68|            8|        25.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.97|        25.76|            8|        25.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.98|        25.84|            8|        25.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.99|        25.92|            8|        25.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
            1|           26|            8|           26|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.01|        26.08|            8|        26.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.02|        26.16|            8|        26.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.03|        26.24|            8|        26.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.04|        26.32|            8|        26.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.05|         26.4|            8|         26.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.06|        26.48|            8|        26.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.07|        26.56|            8|        26.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.08|        26.64|            8|        26.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.09|        26.72|            8|        26.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.1|         26.8|            8|         26.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.11|        26.88|            8|        26.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.12|        26.96|            8|        26.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.13|        27.04|            8|        27.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.14|        27.12|            8|        27.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.15|         27.2|            8|         27.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.16|        27.28|            8|        27.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.17|        27.36|            8|        27.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.18|        27.44|            8|        27.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.19|        27.52|            8|        27.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.2|         27.6|            8|         27.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.21|        27.68|            8|        27.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.22|        27.76|            8|        27.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.23|        27.84|            8|        27.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.24|        27.92|            8|        27.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.25|           28|            8|           28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.26|        28.08|            8|        28.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.27|        28.16|            8|        28.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.28|        28.24|            8|        28.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.29|        28.32|            8|        28.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.3|         28.4|            8|         28.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.31|        28.48|            8|        28.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.32|        28.56|            8|        28.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.33|        28.64|            8|        28.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.34|        28.72|            8|        28.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.35|         28.8|            8|         28.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.36|        28.88|            8|        28.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.37|        28.96|            8|        28.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.38|        29.04|            8|        29.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.39|        29.12|            8|        29.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.4|         29.2|            8|         29.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.41|        29.28|            8|        29.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.42|        29.36|            8|        29.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.43|        29.44|            8|        29.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.44|        29.52|            8|        29.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.45|         29.6|            8|         29.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.46|        29.68|            8|        29.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.47|        29.76|            8|        29.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.48|        29.84|            8|        29.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.49|        29.92|            8|        29.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.5|           30|            8|           30|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.51|        30.08|            8|        30.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.52|        30.16|            8|        30.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.53|        30.24|            8|        30.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.54|        30.32|            8|        30.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.55|         30.4|            8|         30.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.56|        30.48|            8|        30.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.57|        30.56|            8|        30.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.58|        30.64|            8|        30.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.59|        30.72|            8|        30.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.6|         30.8|            8|         30.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.61|        30.88|            8|        30.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.62|        30.96|            8|        30.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.63|        31.04|            8|        31.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.64|        31.12|            8|        31.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.65|         31.2|            8|         31.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.66|        31.28|            8|        31.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.67|        31.36|            8|        31.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.68|        31.44|            8|        31.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.69|        31.52|            8|        31.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.7|         31.6|            8|         31.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.71|        31.68|            8|        31.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.72|        31.76|            8|        31.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.73|        31.84|            8|        31.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.74|        31.92|            8|        31.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.75|           32|            8|           32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.76|        32.08|            8|        32.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.77|        32.16|            8|        32.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.78|        32.24|            8|        32.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.79|        32.32|            8|        32.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.8|         32.4|            8|         32.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.81|        32.48|            8|        32.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.82|        32.56|            8|        32.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.83|        32.64|            8|        32.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.84|        32.72|            8|        32.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.85|         32.8|            8|         32.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.86|        32.88|            8|        32.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.87|        32.96|            8|        32.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.88|        33.04|            8|        33.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.89|        33.12|            8|        33.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
          1.9|         33.2|            8|         33.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.91|        33.28|            8|        33.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.92|        33.36|            8|        33.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.93|        33.44|            8|        33.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.94|        33.52|            8|        33.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.95|         33.6|            8|         33.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.96|        33.68|            8|        33.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.97|        33.76|            8|        33.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.98|        33.84|            8|        33.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         1.99|        33.92|            8|        33.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
            2|           34|            8|           34|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.01|        34.08|            8|        34.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.02|        34.16|            8|        34.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.03|        34.24|            8|        34.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.04|        34.32|            8|        34.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.05|         34.4|            8|         34.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.06|        34.48|            8|        34.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.07|        34.56|            8|        34.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.08|        34.64|            8|        34.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.09|        34.72|            8|        34.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.1|         34.8|            8|         34.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.11|        34.88|            8|        34.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.12|        34.96|            8|        34.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.13|        35.04|            8|        35.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.14|        35.12|            8|        35.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.15|         35.2|            8|         35.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.16|        35.28|            8|        35.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.17|        35.36|            8|        35.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.18|        35.44|            8|        35.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.19|        35.52|            8|        35.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.2|         35.6|            8|         35.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.21|        35.68|            8|        35.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.22|        35.76|            8|        35.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.23|        35.84|            8|        35.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.24|        35.92|            8|        35.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.25|           36|            8|           36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.26|        36.08|            8|        36.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.27|        36.16|            8|        36.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.28|        36.24|            8|        36.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.29|        36.32|            8|        36.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.3|         36.4|            8|         36.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.31|        36.48|            8|        36.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.32|        36.56|            8|        36.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.33|        36.64|            8|        36.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.34|        36.72|            8|        36.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.35|         36.8|            8|         36.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.36|        36.88|            8|        36.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.37|        36.96|            8|        36.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.38|        37.04|            8|        37.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.39|        37.12|            8|        37.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.4|         37.2|            8|         37.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.41|        37.28|            8|        37.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.42|        37.36|            8|        37.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.43|        37.44|            8|        37.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.44|        37.52|            8|        37.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.45|         37.6|            8|         37.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.46|        37.68|            8|        37.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.47|        37.76|            8|        37.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.48|        37.84|            8|        37.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.49|        37.92|            8|        37.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.5|           38|            8|           38|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.51|        38.08|            8|        38.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.52|        38.16|            8|        38.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.53|        38.24|            8|        38.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.54|        38.32|            8|        38.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.55|         38.4|            8|         38.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.56|        38.48|            8|        38.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.57|        38.56|            8|        38.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.58|        38.64|            8|        38.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.59|        38.72|            8|        38.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.6|         38.8|            8|         38.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.61|        38.88|            8|        38.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.62|        38.96|            8|        38.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.63|        39.04|            8|        39.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.64|        39.12|            8|        39.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.65|         39.2|            8|         39.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.66|        39.28|            8|        39.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.67|        39.36|            8|        39.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.68|        39.44|            8|        39.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.69|        39.52|            8|        39.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.7|         39.6|            8|         39.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.71|        39.68|            8|        39.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.72|        39.76|            8|        39.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.73|        39.84|            8|        39.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.74|        39.92|            8|        39.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.75|           40|            8|           40|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.76|        40.08|            8|        40.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.77|        40.16|            8|        40.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.78|        40.24|            8|        40.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.79|        40.32|            8|        40.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.8|         40.4|            8|         40.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.81|        40.48|            8|        40.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.82|        40.56|            8|        40.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.83|        40.64|            8|        40.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.84|        40.72|            8|        40.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.85|         40.8|            8|         40.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.86|        40.88|            8|        40.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.87|        40.96|            8|        40.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.88|        41.04|            8|        41.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.89|        41.12|            8|        41.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
          2.9|         41.2|            8|         41.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.91|        41.28|            8|        41.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.92|        41.36|            8|        41.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.93|        41.44|            8|        41.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.94|        41.52|            8|        41.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.95|         41.6|            8|         41.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.96|        41.68|            8|        41.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.97|        41.76|            8|        41.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.98|        41.84|            8|        41.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         2.99|        41.92|            8|        41.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
            3|           42|            8|           42|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.01|        42.08|            8|        42.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.02|        42.16|            8|        42.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.03|        42.24|            8|        42.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.04|        42.32|            8|        42.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.05|         42.4|            8|         42.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.06|        42.48|            8|        42.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.07|        42.56|            8|        42.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.08|        42.64|            8|        42.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.09|        42.72|            8|        42.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
          3.1|         42.8|            8|         42.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.11|        42.88|            8|        42.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.12|        42.96|            8|        42.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.13|        43.04|            8|        43.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.14|        43.12|            8|        43.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.15|         43.2|            8|         43.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.16|        43.28|            8|        43.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.17|        43.36|            8|        43.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.18|        43.44|            8|        43.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.19|        43.52|            8|        43.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
          3.2|         43.6|            8|         43.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.21|        43.68|            8|        43.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.22|        43.76|            8|        43.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.23|        43.84|            8|        43.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.24|        43.92|            8|        43.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.25|           44|            8|           44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.26|        44.08|            8|        44.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.27|        44.16|            8|        44.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.28|        44.24|            8|        44.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.29|        44.32|            8|        44.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
          3.3|         44.4|            8|         44.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.31|        44.48|            8|        44.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.32|        44.56|            8|        44.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.33|        44.64|            8|        44.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.34|        44.72|            8|        44.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.35|         44.8|            8|         44.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.36|        44.88|            8|        44.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.37|        44.96|            8|        44.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.38|        45.04|            8|        45.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.39|        45.12|            8|        45.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
          3.4|         45.2|            8|         45.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.41|        45.28|            8|        45.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.42|        45.36|            8|        45.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.43|        45.44|            8|        45.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.44|        45.52|            8|        45.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.45|         45.6|            8|         45.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.46|        45.68|            8|        45.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.47|        45.76|            8|        45.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.48|        45.84|            8|        45.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.49|        45.92|            8|        45.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
          3.5|           46|            8|           46|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.51|        46.08|            8|        46.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.52|        46.16|            8|        46.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.53|        46.24|            8|        46.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.54|        46.32|            8|        46.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.55|         46.4|            8|         46.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.56|        46.48|            8|        46.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.57|        46.56|            8|        46.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.58|        46.64|            8|        46.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.59|        46.72|            8|        46.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
          3.6|         46.8|            8|         46.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.61|        46.88|            8|        46.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.62|        46.96|            8|        46.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.63|        47.04|            8|        47.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.64|        47.12|            8|        47.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.65|         47.2|            8|         47.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.66|        47.28|            8|        47.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.67|        47.36|            8|        47.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.68|        47.44|            8|        47.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.69|        47.52|            8|        47.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
          3.7|         47.6|            8|         47.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.71|        47.68|            8|        47.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.72|        47.76|            8|        47.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.73|        47.84|            8|        47.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.74|        47.92|            8|        47.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.75|           48|            8|           48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.76|        48.08|            8|        48.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.77|        48.16|            8|        48.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.78|        48.24|            8|        48.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.79|        48.32|            8|        48.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
          3.8|         48.4|            8|         48.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.81|        48.48|            8|        48.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.82|        48.56|            8|        48.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.83|        48.64|            8|        48.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.84|        48.72|            8|        48.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         3.85|         48.8|            8|         48.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
